#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-10-30T14:32:11 [V1.97 (28-Nov-2012)]
#
#   Modified by Nate McCrady 2014 Jan 3 to include V Mag from SIMBAD
#   and fix incorrect units on star masses
#RESOURCE=yCat_1021033001
#Name: J/other/Sci/330.653
#Title: Detected planets in the Eta-Earth Survey (Howard+, 2010)
#Table J_other_Sci_330_653_tables1:
#Name: J/other/Sci/330.653/tables1
#Title: G and K-type target stars in the Eta-Earth Survey
#---Details of Columns:
    Star           (A9)    Star name [ucd=meta.id;meta.main]
    SpType         (A2)    MK spectral type [ucd=src.spType]
    Mass (sunMass) (F5.2)  Mass, in solar mass [ucd=phys.mass]
80	HD 114783	K0	0.86	198.18244	-2.26504	7.550
81	HD 115617	G5	0.95	199.60131	-18.3112	4.740
82	HD 116442	G5	0.76	200.91314	2.72332		7.06
83	HD 116443	G5	0.73	200.92018	2.72524		7.36
84	HD 117176	G4	1.11	202.10754	13.77879	4.970
85	HD 120467	K4	0.71	207.43669	-22.11109	8.166
86	HD 122064	K3	0.8	209.38357	61.49286	6.52
87	HD 122120	K5	0.71	209.83084	22.86975	9.04
88	HD 125455	K1	0.79	214.89527	-5.15119	7.569
89	HD 126053	G1	0.86	215.81369	1.24157		6.30
90	HD 127334	G5	1.1	217.40337	41.79591	6.360
91	HD 130992	K3	0.77	222.91861	-24.30413	7.805
92	HD 132142	K1	0.77	223.79602	53.68035	7.73
93	HD 136713	K2	0.84	230.65289	-10.66112	7.942
94	HD 139323	K3	0.89	233.98569	39.83112	7.56
95	HD 140538	G2	1.06	236.00758	2.51517		5.879
96	HD 141004	G0	1.14	236.61089	7.35307		4.42
97	HD 143761	G0	1	240.26109	33.30351	5.41
98	HD 144579	G8	0.75	241.23664	39.15651	6.66
99	HD 145675	K0	1	242.60131	43.81764	6.67
100	HD 145958	G8	0.91	243.32689	13.52691	7.43
101	HD 145958	K0	0.88	243.32689	13.52691	7.48
102	HD 146233	G2	1.02	243.90529	-8.36944	5.5
103	HD 146362	G1	1.07	243.66831	33.85751	6.419
104	HD 148467	K5	0.67	246.98712	7.30545		8.82
105	HD 149806	K0	0.94	249.28512	0.25434		7.065
106	HD 151288	K5	0.59	251.27646	33.50923	8.11
107	HD 151541	K1	0.83	250.66074	68.10217	7.56
108	HD 154088	G8	0.97	256.11601	-28.58268	6.584
109	HD 154345	G8	0.88	255.65168	47.08188	6.74
110	HD 154363	K5	0.64	256.26414	-5.06651	7.709
111	HD 155712	K0	0.79	258.15676	18.35119	7.95
112	HD 156668	K2	0.77	259.41871	29.22723	8.42
113	HD 156985	K2	0.77	259.4601	52.44711	7.96
114	HD 157214	G0	0.91	260.16486	32.46774	5.40
115	HD 157347	G5	0.99	260.7137	-2.38818	6.293
116	HD 158633	K0	0.78	261.25041	67.3067		6.43
117	HD 159062	G5	0.94	262.56844	47.4022		7.222
118	HD 159222	G5	1.04	263.00414	34.27115	6.56
119	HD 161797	G5	1.15	266.6147	27.72068	3.41
120	HD 164922	K0	0.94	270.62859	26.313		6.99
121	HD 166620	K2	0.76	272.4059	38.45778	6.37
122	HD 168009	G2	1.02	273.88526	45.20932	6.309
123	HD 170493	K3	0.81	277.46836	-1.8181		8.004
124	HD 172051	G5	0.87	279.7225	-21.05187	5.866
125	HD 176377	G0	0.92	284.71251	30.18065	6.78
126	HD 179957	G4	1.01	288.0195	49.85389	6.75
127	HD 179958	G4	1.03	288.02096	49.85576	6.57
128	HD 182488	G8	0.96	290.89172	33.22197	6.361
129	HD 182572	G8	1.14	291.2425	11.94442	5.16
130	HD 185144	K0	0.8	293.08996	69.66118	4.680
131	HD 185414	G0	1.07	293.98172	56.9839		6.74
132	HD 186408	G1	1.07	295.45397	50.52506	5.96
133	HD 186427	G3	0.99	295.46655	50.51752	6.20
134	HD 190067	G7	0.8	300.64232	15.59208	7.115
135	HD 190360	G6	1.01	300.90586	29.89681	5.71
136	HD 190404	K1	0.7	300.9672	23.34069	7.270
137	HD 190406	G1	1.09	301.02594	17.07017	5.80
138	HD 191785	K1	0.83	302.77531	16.188		7.323
139	HD 191408	K3	0.69	302.79974	-36.10121	5.31
140	HD 192310	K0	0.82	303.82246	-27.03298	5.723
141	HD 193202	K5	0.67	302.7184	77.23897	8.88
142	HD 196761	G8	0.83	310.04898	-23.77387	6.37
143	HD 197076	G5	0.99	310.18809	19.93554	6.45
144	HD 201091	K5	0.66	316.72476	38.74942	5.21
145	HD 201092	K7	0.54	316.73027	38.74206	6.03
146	HD 202751	K2	0.75	319.5124	0.16158		8.158
147	HD 204587	K5	0.68	322.51147	-12.51007	9.075
148	HD 208313	K0	0.8	328.68767	32.32857	7.78
149	HD 210277	G0	1.01	332.37444	-7.54865	6.63
150	HD 210302	F6	1.28	332.53658	-32.54841	4.92
151	HD 213042	K5	0.74	337.31349	-30.01841	7.645
152	HD 215152	K0	0.78	340.83876	-6.40082	8.13
153	HD 216520	K2	0.83	341.88281	83.69703	7.524
154	HD 216259	K0	0.69	342.85982	13.96998	8.290
155	HD 217014	G2	1.09	344.36659	20.76883	5.46
156	HD 217107	G8	1.1	344.56475	-2.39538	6.180
157	HD 218868	K0	0.99	347.70866	45.51227	7.000
158	HD 219134	K3	0.78	348.32073	57.16835	5.570
159	HD 219538	K2	0.81	349.07566	30.67021	8.09
160	HD 219834	K2	0.82	349.77778	-13.45855	5.19
161	HD 220339	K2	0.73	350.77039	-10.76424	7.796
162	HD 221354	K2	0.85	352.84254	59.16552	6.74
163	HIP 18280	K7	0.59	58.64778	-6.82601	9.015
164	HIP 19165	K4	0.7	61.64517	-20.85312	9.675
165	HIP 41689	K7	0.62	127.4847	61.72576	10.31
